X,Y,band1,band2,band3,band4,band5,band6,band7,band8,class
7,4,58,43,27,14,10,116,9,17,water1_2
7,5,55,41,27,14,9,114,8,15,water1_2
7,6,57,41,27,13,9,114,10,15,water1_2
7,7,57,42,27,14,11,114,12,15,water1_2
7,8,58,41,28,15,11,114,10,14,water1_2
7,9,57,40,24,14,9,114,8,17,water1_2
7,10,0,0,0,0,0,0,0,0,water1_2
8,0,0,0,0,0,0,0,0,0,water1_2
8,1,0,0,0,0,0,0,0,0,water1_2
8,2,0,0,0,0,0,0,0,0,water1_2
8,3,0,0,0,0,0,0,0,0,water1_2
8,4,0,0,0,0,0,0,0,0,water1_2
8,5,0,0,0,0,0,0,0,0,water1_2
8,6,0,0,0,0,0,0,0,0,water1_2
8,7,0,0,0,0,0,0,0,0,water1_2
8,8,0,0,0,0,0,0,0,0,water1_2
8,9,0,0,0,0,0,0,0,0,water1_2
8,10,0,0,0,0,0,0,0,0,water1_2
0,0,0,0,0,0,0,0,0,0,water1_3
0,1,0,0,0,0,0,0,0,0,water1_3
0,2,0,0,0,0,0,0,0,0,water1_3
0,3,0,0,0,0,0,0,0,0,water1_3
0,4,0,0,0,0,0,0,0,0,water1_3
0,5,0,0,0,0,0,0,0,0,water1_3
0,6,0,0,0,0,0,0,0,0,water1_3
0,7,0,0,0,0,0,0,0,0,water1_3
0,8,0,0,0,0,0,0,0,0,water1_3
0,9,0,0,0,0,0,0,0,0,water1_3
0,10,0,0,0,0,0,0,0,0,water1_3
0,11,0,0,0,0,0,0,0,0,water1_3
0,12,0,0,0,0,0,0,0,0,water1_3
0,13,0,0,0,0,0,0,0,0,water1_3
0,14,0,0,0,0,0,0,0,0,water1_3
0,15,0,0,0,0,0,0,0,0,water1_3
0,16,0,0,0,0,0,0,0,0,water1_3
0,17,0,0,0,0,0,0,0,0,water1_3
1,0,59,43,32,15,11,115,9,18,water1_3
1,1,60,45,32,15,10,115,9,16,water1_3
1,2,59,45,31,16,10,115,10,21,water1_3
1,3,59,45,33,14,11,115,10,16,water1_3
1,4,58,46,32,15,9,115,10,17,water1_3
1,5,58,44,32,16,11,115,9,17,water1_3
1,6,0,0,0,0,0,0,0,0,water1_3
1,7,0,0,0,0,0,0,0,0,water1_3
1,8,0,0,0,0,0,0,0,0,water1_3
1,9,0,0,0,0,0,0,0,0,water1_3
1,10,0,0,0,0,0,0,0,0,water1_3
1,11,0,0,0,0,0,0,0,0,water1_3
1,12,0,0,0,0,0,0,0,0,water1_3
1,13,0,0,0,0,0,0,0,0,water1_3
1,14,0,0,0,0,0,0,0,0,water1_3
1,15,0,0,0,0,0,0,0,0,water1_3
1,16,0,0,0,0,0,0,0,0,water1_3
1,17,0,0,0,0,0,0,0,0,water1_3
2,0,60,45,32,16,10,114,9,18,water1_3
2,1,61,45,32,15,12,115,10,13,water1_3
2,2,59,46,34,16,12,115,9,17,water1_3
2,3,59,46,34,16,12,115,9,17,water1_3
2,4,60,47,32,16,10,115,10,19,water1_3
2,5,59,45,30,13,10,115,10,16,water1_3
2,6,59,45,34,15,10,115,10,19,water1_3
2,7,58,45,32,14,10,114,10,19,water1_3
2,8,61,44,32,15,10,114,10,18,water1_3
2,9,59,45,32,14,10,114,11,20,water1_3
2,10,59,44,31,15,9,114,9,18,water1_3
2,11,60,44,32,15,9,114,10,19,water1_3
2,12,59,45,33,14,10,114,11,18,water1_3
2,13,59,44,33,16,9,114,10,16,water1_3
2,14,58,46,33,14,10,114,9,18,water1_3
2,15,0,0,0,0,0,0,0,0,water1_3
2,16,0,0,0,0,0,0,0,0,water1_3
2,17,0,0,0,0,0,0,0,0,water1_3
3,0,0,0,0,0,0,0,0,0,water1_3
3,1,59,45,33,16,10,115,10,17,water1_3
3,2,58,45,33,14,10,115,11,20,water1_3
3,3,59,45,34,15,10,115,9,17,water1_3
3,4,58,45,32,16,10,115,9,19,water1_3
3,5,62,44,30,15,9,115,9,19,water1_3
3,6,61,44,31,15,10,115,11,19,water1_3
3,7,62,43,31,15,10,114,9,17,water1_3
3,8,61,45,29,14,11,114,9,16,water1_3
3,9,59,44,30,14,9,114,10,16,water1_3
3,10,60,43,33,16,10,114,9,16,water1_3
3,11,61,44,31,15,10,114,9,14,water1_3
3,12,60,43,29,15,10,114,9,19,water1_3
3,13,61,44,32,16,9,114,10,17,water1_3
3,14,59,45,32,15,10,114,8,19,water1_3
3,15,57,43,34,15,11,115,9,18,water1_3
3,16,60,44,33,14,10,115,10,19,water1_3
3,17,0,0,0,0,0,0,0,0,water1_3
4,0,0,0,0,0,0,0,0,0,water1_3
4,1,58,45,34,15,9,116,12,14,water1_3
4,2,60,45,31,14,9,116,10,18,water1_3
4,3,59,45,33,15,10,114,8,21,water1_3
4,4,59,44,30,14,9,114,8,14,water1_3
4,5,60,44,32,15,10,115,10,18,water1_3
4,6,58,44,32,15,10,115,11,17,water1_3
4,7,58,44,31,15,10,116,8,20,water1_3
4,8,58,45,29,15,9,116,10,17,water1_3
4,9,59,43,32,15,11,115,10,17,water1_3
4,10,60,43,31,15,10,115,9,20,water1_3
4,11,59,44,30,14,9,115,10,17,water1_3
4,12,58,42,31,15,10,115,10,17,water1_3
4,13,59,43,30,16,11,114,10,20,water1_3
4,14,59,45,34,15,9,114,8,15,water1_3
4,15,58,43,33,14,10,115,11,19,water1_3
4,16,0,0,0,0,0,0,0,0,water1_3
4,17,0,0,0,0,0,0,0,0,water1_3
5,0,0,0,0,0,0,0,0,0,water1_3
5,1,58,45,29,15,10,116,10,16,water1_3
5,2,60,44,34,15,9,116,8,17,water1_3
5,3,58,47,32,15,11,114,10,19,water1_3
5,4,58,43,32,16,10,114,11,18,water1_3
5,5,59,45,32,14,11,115,8,21,water1_3
5,6,59,44,32,15,10,115,10,17,water1_3
5,7,58,44,33,15,11,116,8,16,water1_3
5,8,60,43,32,15,10,116,10,19,water1_3
5,9,58,44,30,15,11,115,10,18,water1_3
5,10,57,43,31,15,10,115,11,15,water1_3
5,11,59,44,31,14,9,115,10,19,water1_3
5,12,58,42,31,15,10,115,10,19,water1_3
5,13,58,43,30,15,11,114,10,16,water1_3
5,14,58,45,33,13,10,114,10,20,water1_3
5,15,59,43,33,15,10,115,10,17,water1_3
5,16,0,0,0,0,0,0,0,0,water1_3
5,17,0,0,0,0,0,0,0,0,water1_3
6,0,0,0,0,0,0,0,0,0,water1_3
6,1,58,44,32,15,10,116,8,17,water1_3
6,2,59,45,32,16,9,116,9,16,water1_3
6,3,57,44,35,14,10,113,10,18,water1_3
6,4,59,45,29,14,11,113,11,19,water1_3
6,5,62,45,32,15,9,114,7,16,water1_3
6,6,58,43,34,15,11,114,10,18,water1_3
6,7,60,44,30,15,10,116,9,19,water1_3
6,8,60,45,32,15,9,116,11,16,water1_3
6,9,59,43,31,15,11,116,11,18,water1_3
6,10,60,43,30,15,10,116,9,16,water1_3
6,11,59,45,32,15,10,115,10,20,water1_3
6,12,59,43,31,15,11,115,8,18,water1_3
6,13,58,42,32,14,10,114,10,14,water1_3
6,14,59,44,32,15,10,114,11,18,water1_3
6,15,0,0,0,0,0,0,0,0,water1_3
6,16,0,0,0,0,0,0,0,0,water1_3
6,17,0,0,0,0,0,0,0,0,water1_3
7,0,0,0,0,0,0,0,0,0,water1_3
7,1,0,0,0,0,0,0,0,0,water1_3
7,2,58,45,34,14,9,116,10,19,water1_3
7,3,59,45,31,15,11,113,9,17,water1_3
7,4,56,43,33,16,11,113,9,18,water1_3
7,5,61,45,31,14,9,114,10,16,water1_3
7,6,58,46,32,14,11,114,11,18,water1_3
7,7,58,42,32,15,9,116,9,19,water1_3
7,8,60,43,32,15,10,116,9,15,water1_3
7,9,59,43,31,15,11,116,10,18,water1_3
7,10,58,43,32,16,10,116,8,19,water1_3
7,11,61,44,32,15,10,115,10,19,water1_3
7,12,59,44,31,14,10,115,9,18,water1_3
7,13,59,43,31,15,10,114,9,17,water1_3
7,14,0,0,0,0,0,0,0,0,water1_3
7,15,0,0,0,0,0,0,0,0,water1_3
7,16,0,0,0,0,0,0,0,0,water1_3
7,17,0,0,0,0,0,0,0,0,water1_3
8,0,0,0,0,0,0,0,0,0,water1_3
8,1,0,0,0,0,0,0,0,0,water1_3
8,2,58,46,33,15,9,116,10,19,water1_3
8,3,60,45,30,14,11,115,8,17,water1_3
8,4,57,43,35,15,10,115,9,17,water1_3
8,5,61,45,31,14,9,113,10,20,water1_3
8,6,57,46,31,15,9,113,10,17,water1_3
8,7,58,42,32,16,9,114,9,18,water1_3
8,8,60,44,31,15,12,114,7,19,water1_3
8,9,59,43,33,14,10,114,8,20,water1_3
8,10,57,43,34,15,9,114,9,18,water1_3
8,11,59,45,31,15,11,114,9,20,water1_3
8,12,59,44,31,15,10,114,12,18,water1_3
8,13,58,44,32,14,9,114,10,16,water1_3
8,14,0,0,0,0,0,0,0,0,water1_3
8,15,0,0,0,0,0,0,0,0,water1_3
8,16,0,0,0,0,0,0,0,0,water1_3
8,17,0,0,0,0,0,0,0,0,water1_3
9,0,0,0,0,0,0,0,0,0,water1_3
9,1,0,0,0,0,0,0,0,0,water1_3
9,2,59,45,35,15,11,116,9,18,water1_3
9,3,59,45,35,15,11,115,9,17,water1_3
9,4,58,46,35,15,10,115,8,16,water1_3
9,5,59,45,31,16,10,113,9,18,water1_3
9,6,58,44,31,15,9,113,11,17,water1_3
9,7,58,44,32,15,9,114,10,21,water1_3
9,8,59,43,32,15,10,114,10,15,water1_3
9,9,58,45,33,14,10,114,10,20,water1_3
9,10,59,44,33,15,10,114,8,17,water1_3
9,11,58,43,31,15,10,114,10,18,water1_3
9,12,59,44,31,14,11,114,12,17,water1_3
9,13,0,0,0,0,0,0,0,0,water1_3
9,14,0,0,0,0,0,0,0,0,water1_3
9,15,0,0,0,0,0,0,0,0,water1_3
9,16,0,0,0,0,0,0,0,0,water1_3
9,17,0,0,0,0,0,0,0,0,water1_3
10,0,0,0,0,0,0,0,0,0,water1_3
10,1,0,0,0,0,0,0,0,0,water1_3
10,2,59,44,31,16,9,115,12,19,water1_3
10,3,60,46,32,14,11,115,10,17,water1_3
10,4,60,44,32,14,9,115,9,19,water1_3
10,5,58,44,31,15,12,114,10,20,water1_3
10,6,59,45,32,16,9,114,11,17,water1_3
10,7,59,43,33,15,9,115,9,16,water1_3
10,8,58,44,33,15,11,115,11,18,water1_3
10,9,61,45,30,15,11,115,10,18,water1_3
10,10,59,44,31,15,11,115,9,18,water1_3
10,11,56,45,33,16,10,114,9,18,water1_3
10,12,0,0,0,0,0,0,0,0,water1_3
10,13,0,0,0,0,0,0,0,0,water1_3
10,14,0,0,0,0,0,0,0,0,water1_3
10,15,0,0,0,0,0,0,0,0,water1_3
10,16,0,0,0,0,0,0,0,0,water1_3
10,17,0,0,0,0,0,0,0,0,water1_3
0,0,0,0,0,0,0,0,0,0,water1_4
0,1,0,0,0,0,0,0,0,0,water1_4
0,2,0,0,0,0,0,0,0,0,water1_4
0,3,0,0,0,0,0,0,0,0,water1_4
0,4,0,0,0,0,0,0,0,0,water1_4
0,5,0,0,0,0,0,0,0,0,water1_4
0,6,0,0,0,0,0,0,0,0,water1_4
0,7,0,0,0,0,0,0,0,0,water1_4
0,8,0,0,0,0,0,0,0,0,water1_4
0,9,0,0,0,0,0,0,0,0,water1_4
0,10,0,0,0,0,0,0,0,0,water1_4
0,11,0,0,0,0,0,0,0,0,water1_4
0,12,0,0,0,0,0,0,0,0,water1_4
0,13,0,0,0,0,0,0,0,0,water1_4
0,14,0,0,0,0,0,0,0,0,water1_4
0,15,0,0,0,0,0,0,0,0,water1_4
0,16,0,0,0,0,0,0,0,0,water1_4
0,17,0,0,0,0,0,0,0,0,water1_4
0,18,0,0,0,0,0,0,0,0,water1_4
0,19,0,0,0,0,0,0,0,0,water1_4
1,0,0,0,0,0,0,0,0,0,water1_4
1,1,0,0,0,0,0,0,0,0,water1_4
1,2,59,43,31,16,13,115,13,17,water1_4
1,3,56,40,28,15,10,115,8,20,water1_4
1,4,62,44,30,18,15,114,14,18,water1_4
1,5,64,45,32,19,16,114,12,20,water1_4
1,6,62,45,32,17,16,115,14,20,water1_4
1,7,60,42,28,15,13,115,11,15,water1_4
1,8,59,41,27,14,9,115,9,16,water1_4
1,9,57,40,27,15,10,115,10,17,water1_4
1,10,0,0,0,0,0,0,0,0,water1_4
1,11,0,0,0,0,0,0,0,0,water1_4
1,12,0,0,0,0,0,0,0,0,water1_4
1,13,0,0,0,0,0,0,0,0,water1_4
1,14,0,0,0,0,0,0,0,0,water1_4
1,15,0,0,0,0,0,0,0,0,water1_4
1,16,0,0,0,0,0,0,0,0,water1_4
1,17,0,0,0,0,0,0,0,0,water1_4
1,18,0,0,0,0,0,0,0,0,water1_4
1,19,0,0,0,0,0,0,0,0,water1_4
2,0,0,0,0,0,0,0,0,0,water1_4
2,1,0,0,0,0,0,0,0,0,water1_4
2,2,64,45,31,19,17,115,16,20,water1_4
2,3,59,43,30,16,11,115,9,18,water1_4
2,4,61,44,32,18,15,114,15,20,water1_4
2,5,65,46,31,18,17,114,16,21,water1_4
2,6,64,46,34,19,19,115,15,19,water1_4
2,7,59,43,29,16,12,115,13,11,water1_4
2,8,58,40,27,16,10,115,9,18,water1_4
2,9,58,41,28,13,12,115,10,15,water1_4
2,10,60,41,26,15,11,114,12,16,water1_4
2,11,60,43,29,15,13,114,13,17,water1_4
2,12,62,44,31,16,15,115,13,17,water1_4
2,13,58,42,28,16,13,115,10,16,water1_4
2,14,58,39,27,14,10,114,9,16,water1_4
2,15,60,40,29,15,10,114,11,17,water1_4
2,16,57,41,30,16,10,114,10,17,water1_4
2,17,56,41,28,15,10,114,11,20,water1_4
2,18,59,42,28,14,9,115,10,15,water1_4
2,19,59,41,29,15,10,115,10,16,water1_4
3,0,0,0,0,0,0,0,0,0,water1_4
3,1,63,45,30,17,14,114,13,22,water1_4
3,2,63,44,32,18,16,115,15,15,water1_4
3,3,60,43,29,17,12,115,12,16,water1_4
3,4,63,43,33,19,16,114,16,17,water1_4
3,5,64,47,35,21,19,114,19,21,water1_4
3,6,64,50,34,19,19,114,18,18,water1_4
3,7,59,43,31,16,13,114,15,17,water1_4
3,8,59,42,27,15,10,115,9,15,water1_4
3,9,59,40,27,15,11,115,9,19,water1_4
3,10,56,41,29,15,11,114,11,15,water1_4
3,11,58,41,30,17,12,114,12,18,water1_4
3,12,63,42,30,16,14,114,12,18,water1_4
3,13,60,43,30,16,13,114,11,17,water1_4
3,14,58,40,28,15,11,113,11,16,water1_4
3,15,58,41,31,16,11,113,12,17,water1_4
3,16,59,43,30,15,10,114,9,17,water1_4
3,17,59,42,27,14,11,114,12,12,water1_4
3,18,58,40,30,14,9,116,9,16,water1_4
3,19,0,0,0,0,0,0,0,0,water1_4
4,0,0,0,0,0,0,0,0,0,water1_4
4,1,60,41,29,16,11,114,10,20,water1_4
4,2,61,45,32,18,15,115,14,20,water1_4
4,3,60,42,29,16,15,115,12,18,water1_4
4,4,64,43,33,18,17,114,17,17,water1_4
4,5,66,50,37,21,22,114,18,18,water1_4
4,6,63,47,32,20,17,114,16,19,water1_4
4,7,60,45,28,16,13,114,14,15,water1_4
4,8,59,42,28,15,10,115,10,17,water1_4
4,9,60,42,30,17,14,115,13,22,water1_4
4,10,58,42,30,17,16,114,14,22,water1_4
4,11,57,41,28,15,13,114,11,17,water1_4
4,12,59,41,27,14,10,114,9,14,water1_4
4,13,59,41,27,16,11,114,12,18,water1_4
4,14,60,44,31,18,15,113,13,20,water1_4
4,15,62,46,32,19,18,113,16,23,water1_4
4,16,61,44,31,16,14,114,12,17,water1_4
4,17,58,42,29,15,12,114,9,16,water1_4
4,18,0,0,0,0,0,0,0,0,water1_4
4,19,0,0,0,0,0,0,0,0,water1_4
5,0,0,0,0,0,0,0,0,0,water1_4
5,1,64,46,35,20,18,115,17,18,water1_4
5,2,62,46,32,19,16,115,15,18,water1_4
5,3,61,44,30,18,12,115,13,17,water1_4
5,4,64,47,36,20,17,114,15,19,water1_4
5,5,64,45,32,19,17,114,15,22,water1_4
5,6,61,43,30,17,16,114,12,17,water1_4
5,7,62,42,31,17,13,114,12,18,water1_4
5,8,62,42,31,17,13,114,12,24,water1_4
5,9,65,48,35,20,23,114,23,24,water1_4
5,10,66,50,39,23,25,113,22,15,water1_4
5,11,60,42,31,17,16,113,13,18,water1_4
5,12,58,40,28,14,8,113,9,15,water1_4
5,13,58,43,27,14,11,113,11,19,water1_4
5,14,62,44,31,17,16,113,14,21,water1_4
5,15,65,47,37,20,20,113,17,16,water1_4
5,16,63,45,35,18,17,114,15,19,water1_4
5,17,0,0,0,0,0,0,0,0,water1_4
5,18,0,0,0,0,0,0,0,0,water1_4
5,19,0,0,0,0,0,0,0,0,water1_4
6,0,0,0,0,0,0,0,0,0,water1_4
6,1,64,44,33,18,15,115,14,20,water1_4
6,2,60,45,30,19,15,115,15,16,water1_4
6,3,59,44,27,16,11,115,11,18,water1_4
6,4,64,46,33,20,14,114,15,17,water1_4
6,5,66,48,38,21,22,114,18,24,water1_4
6,6,64,45,32,19,18,114,16,21,water1_4
6,7,63,45,33,18,14,114,15,18,water1_4
6,8,67,49,36,23,23,114,22,21,water1_4
6,9,68,52,37,24,25,114,22,21,water1_4
6,10,63,44,33,18,17,113,16,18,water1_4
6,11,61,42,30,16,13,113,13,17,water1_4
6,12,61,42,29,17,14,113,14,20,water1_4
6,13,62,44,32,18,15,113,13,21,water1_4
6,14,63,45,36,20,17,113,15,18,water1_4
6,15,64,45,34,19,16,113,15,21,water1_4
6,16,62,44,31,17,15,114,15,17,water1_4
6,17,0,0,0,0,0,0,0,0,water1_4
6,18,0,0,0,0,0,0,0,0,water1_4
6,19,0,0,0,0,0,0,0,0,water1_4
7,0,0,0,0,0,0,0,0,0,water1_4
7,1,61,44,32,18,16,114,14,18,water1_4
7,2,58,41,26,16,11,115,10,15,water1_4
7,3,58,40,27,15,10,115,10,16,water1_4
7,4,62,45,32,18,14,114,15,16,water1_4
7,5,67,50,40,22,22,114,18,23,water1_4
7,6,66,47,35,22,24,114,20,21,water1_4
7,7,62,43,29,18,14,114,15,15,water1_4
7,8,65,45,32,19,16,114,16,21,water1_4
7,9,63,44,34,17,13,114,13,18,water1_4
7,10,62,44,32,17,12,114,12,18,water1_4
7,11,64,48,33,21,22,114,19,19,water1_4
7,12,65,45,35,22,23,115,19,24,water1_4
7,13,63,42,31,18,12,115,13,18,water1_4
7,14,63,44,33,19,15,114,14,19,water1_4
7,15,63,46,32,19,15,114,14,19,water1_4
7,16,0,0,0,0,0,0,0,0,water1_4
7,17,0,0,0,0,0,0,0,0,water1_4
7,18,0,0,0,0,0,0,0,0,water1_4
7,19,0,0,0,0,0,0,0,0,water1_4
8,0,0,0,0,0,0,0,0,0,water1_4
8,1,67,49,39,24,22,114,22,22,water1_4
8,2,60,43,29,16,12,115,11,20,water1_4
8,3,57,39,26,14,10,115,9,17,water1_4
8,4,59,41,30,15,12,114,12,18,water1_4
8,5,63,46,34,19,15,114,13,20,water1_4
8,6,63,45,35,21,19,114,15,20,water1_4
8,7,59,41,29,18,15,114,15,18,water1_4
8,8,61,42,29,15,12,114,11,15,water1_4
8,9,60,40,30,14,10,114,11,13,water1_4
8,10,59,43,31,17,13,114,10,20,water1_4
8,11,64,48,36,21,21,114,17,24,water1_4
8,12,66,49,36,22,23,115,22,23,water1_4
8,13,63,42,31,18,12,115,13,19,water1_4
8,14,60,43,29,16,10,114,11,16,water1_4
8,15,0,0,0,0,0,0,0,0,water1_4
8,16,0,0,0,0,0,0,0,0,water1_4
8,17,0,0,0,0,0,0,0,0,water1_4
8,18,0,0,0,0,0,0,0,0,water1_4
8,19,0,0,0,0,0,0,0,0,water1_4
9,0,0,0,0,0,0,0,0,0,water1_4
9,1,72,53,43,27,28,114,25,24,water1_4
9,2,64,47,35,19,18,113,17,18,water1_4
9,3,59,39,26,15,10,113,11,17,water1_4
9,4,59,40,28,16,14,113,12,18,water1_4
9,5,60,42,28,15,11,113,13,16,water1_4
9,6,62,43,32,18,13,114,10,18,water1_4
9,7,61,43,31,17,16,114,15,16,water1_4
9,8,57,43,28,15,12,114,11,17,water1_4
9,9,60,41,27,16,9,114,10,17,water1_4
9,10,58,40,29,16,11,115,11,18,water1_4
9,11,60,42,33,17,16,115,15,20,water1_4
9,12,65,47,35,20,17,114,17,20,water1_4
9,13,62,42,29,18,15,114,12,15,water1_4
9,14,0,0,0,0,0,0,0,0,water1_4
9,15,0,0,0,0,0,0,0,0,water1_4
9,16,0,0,0,0,0,0,0,0,water1_4
9,17,0,0,0,0,0,0,0,0,water1_4
9,18,0,0,0,0,0,0,0,0,water1_4
9,19,0,0,0,0,0,0,0,0,water1_4
10,0,0,0,0,0,0,0,0,0,water1_4
10,1,67,50,40,26,26,114,21,23,water1_4
10,2,68,48,37,22,21,113,18,16,water1_4
10,3,62,42,27,15,12,113,13,21,water1_4
10,4,59,41,29,18,15,113,13,17,water1_4
10,5,61,42,29,15,13,113,11,20,water1_4
10,6,62,42,28,16,11,114,12,16,water1_4
10,7,62,43,29,16,13,114,12,17,water1_4
10,8,58,41,27,15,11,114,10,16,water1_4
10,9,60,40,27,16,10,114,9,17,water1_4
10,10,56,37,27,15,11,115,10,17,water1_4
10,11,59,40,30,16,13,115,12,15,water1_4
10,12,62,43,31,17,13,114,12,19,water1_4
10,13,61,44,30,16,12,114,11,19,water1_4
10,14,0,0,0,0,0,0,0,0,water1_4
10,15,0,0,0,0,0,0,0,0,water1_4
10,16,0,0,0,0,0,0,0,0,water1_4
10,17,0,0,0,0,0,0,0,0,water1_4
10,18,0,0,0,0,0,0,0,0,water1_4
10,19,0,0,0,0,0,0,0,0,water1_4
11,0,0,0,0,0,0,0,0,0,water1_4
11,1,64,48,35,20,20,114,19,20,water1_4
11,2,65,47,32,19,19,115,17,18,water1_4
11,3,61,43,29,15,13,115,11,16,water1_4
11,4,60,42,29,17,15,115,11,18,water1_4
11,5,60,41,31,16,13,115,11,19,water1_4
11,6,62,42,28,16,11,115,12,17,water1_4
11,7,58,42,29,15,11,115,10,17,water1_4
11,8,60,40,28,15,9,115,8,12,water1_4
11,9,58,42,26,16,12,115,10,12,water1_4
11,10,57,39,28,15,12,115,10,18,water1_4
11,11,58,41,32,15,11,115,10,14,water1_4
11,12,59,39,26,16,11,115,10,17,water1_4
11,13,0,0,0,0,0,0,0,0,water1_4
11,14,0,0,0,0,0,0,0,0,water1_4
11,15,0,0,0,0,0,0,0,0,water1_4
11,16,0,0,0,0,0,0,0,0,water1_4
11,17,0,0,0,0,0,0,0,0,water1_4
11,18,0,0,0,0,0,0,0,0,water1_4
11,19,0,0,0,0,0,0,0,0,water1_4
12,0,61,46,29,17,14,114,13,20,water1_4
12,1,60,44,31,16,13,114,12,14,water1_4
12,2,60,40,29,15,11,115,10,17,water1_4
12,3,59,43,30,17,13,115,12,17,water1_4
12,4,58,42,28,14,11,115,9,17,water1_4
12,5,62,42,29,18,13,115,11,17,water1_4
12,6,0,0,0,0,0,0,0,0,water1_4
12,7,0,0,0,0,0,0,0,0,water1_4
12,8,0,0,0,0,0,0,0,0,water1_4
12,9,0,0,0,0,0,0,0,0,water1_4
12,10,0,0,0,0,0,0,0,0,water1_4
12,11,0,0,0,0,0,0,0,0,water1_4
12,12,0,0,0,0,0,0,0,0,water1_4
12,13,0,0,0,0,0,0,0,0,water1_4
12,14,0,0,0,0,0,0,0,0,water1_4
12,15,0,0,0,0,0,0,0,0,water1_4
12,16,0,0,0,0,0,0,0,0,water1_4
12,17,0,0,0,0,0,0,0,0,water1_4
12,18,0,0,0,0,0,0,0,0,water1_4
12,19,0,0,0,0,0,0,0,0,water1_4
